HH,AREA,GEN,Age at last birthday (Years),AGE,EMP,OCC,EDU,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
Open-Ended Response,Response,Response,Open-Ended Response,Response,Response,Response,Response,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
A008-13,1,2,48,3,1,4,3,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
A008-13,1,1,53,3,1,3,3,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1
A009-01,1,1,45,3,1,10,2,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
A009-01,1,2,46,3,1,2,4,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
A009-01,1,2,22,2,5,0,4,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
A009-02,1,1,70,3,4,0,3,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
A009-03,1,1,65,3,1,2,4,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
A009-05,1,2,62,3,1,2,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
A009-05,1,1,36,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1
A009-06,1,1,36,3,1,4,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
A009-07,1,1,40,3,1,2,4,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
A009-07,1,2,40,3,1,1,4,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
A009-07,1,1,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A009-08,1,1,50,3,1,2,4,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1
A009-08,1,2,48,3,4,0,3,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1
A009-09,1,1,43,3,1,5,2,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
A009-09,1,2,42,3,1,2,4,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
A009-10,1,1,38,3,2,1,4,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
A009-10,1,2,36,3,2,1,4,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
A009-10,1,2,33,3,1,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A009-11,1,1,29,3,1,2,4,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
A009-12,1,2,52,3,2,3,3,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
A009-12,1,1,59,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A009-12,1,2,21,2,5,0,3,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
A009-13,1,2,26,3,1,2,4,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
A009-13,1,2,65,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A009-13,1,2,62,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010-02,1,1,48,3,1,5,3,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0
A010-02,1,2,35,3,1,2,4,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0
A010-02,1,1,25,3,5,0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
A010-03,1,1,36,3,1,5,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1
A010-03,1,2,32,3,1,5,3,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0
A010-04,1,2,25,3,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
A010-04,1,2,43,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
A010-04,1,1,49,3,1,5,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1
A010-05,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010-05,1,2,39,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
A010-05,1,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010-05,1,1,45,3,1,5,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
A010-06,1,2,51,3,1,4,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1
A010-06,1,1,13,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
A010-06,1,1,44,3,1,5,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1
A010-07,1,1,45,3,1,5,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
A010-07,1,2,44,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
A010-07,1,1,20,2,1,5,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
A010-07,1,1,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A010-07,1,1,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010-08,1,2,44,3,1,4,3,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1
A010-08,1,1,13,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
A010-08,1,2,11,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
A010-08,1,1,46,3,1,5,3,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0
A010-09,1,1,44,3,1,5,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
A010-09,1,2,41,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
A010-10,1,1,40,3,1,5,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
A010-10,1,2,35,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
A010-10,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010-10,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010-11,1,1,51,3,1,5,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
A010-11,1,2,48,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
A010-11,1,1,30,3,1,8,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
A010-12,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010-12,1,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
A010-12,1,2,32,3,1,4,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1
A010-12,1,2,49,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
A010-12,1,1,49,3,1,5,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1
A010-13,1,2,30,3,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
A010-13,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A010-13,1,2,51,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
A011-01,1,2,47,3,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
A011-01,1,1,81,4,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A011-02,1,1,60,3,4,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
A011-02,1,1,19,2,1,9,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
A011-03,1,1,71,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A011-03,1,2,60,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A011-05,1,2,47,3,1,5,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1
A011-05,1,1,52,3,1,7,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1
A011-06,1,1,72,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A011-07,1,1,54,3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A011-08,1,2,59,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
A011-08,1,1,65,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
A011-08,1,1,24,2,3,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1
A011-09,1,1,58,3,1,2,4,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
A011-09,1,2,46,3,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
A011-09,1,2,23,2,1,2,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1
A011-10,1,1,65,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A011-10,1,2,40,3,1,4,3,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1
A011-11,1,2,64,3,4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A011-11,1,2,76,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A011-11,1,2,66,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A011-12,1,1,66,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A011-12,1,2,57,3,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A011-12,1,1,27,3,5,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
A011-13,1,2,46,3,1,1,4,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A011-13,1,1,45,3,1,1,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
A011-13,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A011-13,1,2,12,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A011-13,1,1,18,2,5,0,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A012-01,1,1,47,3,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A012-02,1,1,27,3,3,0,4,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
A012-02,1,2,59,3,4,0,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
A012-02,1,1,65,3,4,0,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
A012-03,1,1,41,3,1,9,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0
A012-03,1,2,35,3,1,10,3,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0
A012-03,1,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-04,1,1,78,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-04,1,2,69,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-04,1,1,34,3,1,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A012-05,1,1,14,1,5,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A012-05,1,2,35,3,2,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
A012-05,1,1,36,3,1,10,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
A012-06,1,2,27,3,1,2,4,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
A012-06,1,2,68,3,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-06,1,1,68,3,4,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-07,1,2,26,3,3,0,4,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
A012-07,1,2,63,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
A012-07,1,1,68,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
A012-08,1,1,28,3,1,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A012-09,1,1,40,3,1,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-09,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-09,1,2,33,3,4,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-11,1,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-11,1,2,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-11,1,2,31,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A012-11,1,1,35,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A012-12,1,2,65,3,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-12,1,1,65,3,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A012-13,1,2,63,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
A012-13,1,1,63,3,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
A013-01,1,1,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
A013-01,1,1,50,3,1,1,4,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
A013-02,1,1,50,3,1,9,3,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
A013-03,1,1,21,2,3,0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1
A013-03,1,2,42,3,4,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
A013-03,1,1,58,3,1,1,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A013-04,1,1,81,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A013-04,1,1,33,3,2,2,4,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
A013-05,1,2,24,2,2,5,3,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
A013-05,1,1,26,3,2,9,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
A013-05,1,1,37,3,1,5,4,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
A013-05,1,1,35,3,1,5,3,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
A013-05,1,1,53,3,2,2,3,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
A013-06,1,1,54,3,1,3,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
A013-07,1,2,62,3,4,0,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
A013-07,1,1,61,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
A013-07,1,1,32,3,2,1,4,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
A013-08,1,1,47,3,1,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A013-08,1,1,22,2,1,7,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A013-08,1,1,30,3,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A013-09,1,1,23,2,1,9,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A013-09,1,1,39,3,1,9,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A013-10,1,1,29,3,1,7,2,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
A013-10,1,1,30,3,1,7,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
A013-11,1,1,37,3,1,9,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A013-11,1,1,35,3,1,9,3,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
A013-11,1,1,27,3,1,9,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
A013-11,1,1,44,3,2,1,4,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
A013-12,1,1,53,3,4,0,3,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1
A013-13,1,1,40,3,1,9,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
A013-13,1,1,42,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A013-13,1,1,42,3,1,2,3,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
A014-01,1,2,56,3,4,0,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
A014-01,1,1,55,3,1,3,3,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1
A014-01,1,1,80,4,4,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A014-03,1,2,64,3,4,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1
A014-03,1,1,62,3,4,0,3,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
A014-04,1,1,23,2,3,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1
A014-04,1,2,57,3,4,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1
A014-05,1,2,17,2,5,0,3,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
A014-05,1,2,19,2,5,0,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
A014-05,1,1,47,3,1,10,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
A014-06,1,2,21,2,1,2,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1
A014-06,1,1,24,2,1,2,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
A014-07,1,1,46,3,1,7,2,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A014-08,1,1,15,2,5,0,2,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
A014-09,1,2,29,3,3,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
A014-09,1,1,25,3,3,0,4,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
A014-09,1,2,61,3,2,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A014-10,1,1,33,3,1,2,4,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
A014-10,1,1,34,3,1,2,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
A014-10,1,1,64,3,2,8,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
A014-11,1,1,42,3,2,3,4,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
A014-12,1,2,20,2,5,0,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
A014-12,1,2,50,3,1,2,4,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1
A014-13,1,1,47,3,1,8,3,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1
A014-13,1,2,46,3,1,9,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A014-13,1,2,33,3,1,2,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1
A014-13,1,2,33,3,1,9,3,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1
A015-01,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A015-01,1,2,38,3,1,9,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A015-01,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A015-01,1,2,32,3,2,1,4,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
A015-01,1,1,34,3,1,10,4,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
A015-02,1,2,10,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,6,1,0
A015-02,1,2,39,3,1,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A015-02,1,2,41,3,1,1,4,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
A015-02,1,1,49,3,1,10,4,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1
A015-03,1,1,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A015-03,1,2,33,3,1,4,4,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
A015-03,1,1,33,3,1,10,3,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
A015-05,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A015-05,1,2,39,3,1,2,4,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,4,0,0,1,1
A015-05,1,1,38,3,1,10,4,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,3,0,0,0,1,1
A015-06,1,2,43,3,4,0,3,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
A015-06,1,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A015-06,1,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A015-06,1,1,46,3,1,10,4,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
A015-08,1,2,34,3,3,0,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A015-08,1,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A015-08,1,1,36,3,1,10,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A015-09,1,2,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A015-09,1,2,36,3,1,10,4,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
A015-09,1,1,38,3,1,10,4,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1
A015-10,1,2,39,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1
A015-10,1,2,12,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
A015-10,1,1,9,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
A015-10,1,2,57,3,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
A015-10,1,1,42,3,1,2,3,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1
