HH,AREA,GEN,Age at last birthday (Years),AGE,EMP,OCC,EDU,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
Open-Ended Response,Response,Response,Open-Ended Response,Response,Response,Response,Response,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
C040-03,2,2,21,2,1,5,3,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
C040-03,2,2,19,2,5,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
C040-03,2,2,39,3,4,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
C040-04,2,1,83,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C040-04,2,2,41,3,4,0,2,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
C040-04,2,1,42,3,1,3,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
C040-05,2,1,83,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C040-06,2,1,25,3,1,3,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
C040-06,2,2,48,3,1,5,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
C040-06,2,1,57,3,4,0,4,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
C040-07,2,2,71,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C040-07,2,1,72,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C040-08,2,2,25,3,1,5,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
C040-08,2,2,43,3,4,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
C040-08,2,1,45,3,1,5,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
C040-09,2,1,13,1,0,0,2,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
C040-09,2,2,28,3,1,4,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
C040-09,2,2,49,3,1,2,4,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
C040-09,2,1,52,3,1,9,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
C040-10,2,2,26,3,3,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
C040-10,2,2,61,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C040-10,2,1,68,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C040-11,2,1,18,2,3,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
C040-11,2,2,53,3,1,2,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
C040-11,2,1,44,3,1,10,2,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
C040-12,2,1,11,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1
C040-12,2,2,46,3,4,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
C040-12,2,1,46,3,4,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
C040-12,2,1,51,3,1,5,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
C040-13,2,2,24,2,1,2,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
C040-13,2,2,58,3,1,4,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
C040-13,2,1,63,3,4,0,2,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
C041-01,2,2,44,3,1,2,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C041-01,2,1,45,3,1,5,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
C041-02,2,1,41,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
C041-02,2,2,68,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C041-03,2,2,41,3,1,4,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
C041-03,2,1,46,3,4,0,2,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
C041-04,2,2,48,3,4,0,3,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
C041-04,2,2,24,2,1,5,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
C041-05,2,2,12,1,0,0,2,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
C041-05,2,2,57,3,1,2,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
C041-06,2,2,66,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C041-07,2,2,63,3,4,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C041-07,2,1,62,3,4,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
C041-08,2,2,54,3,1,2,3,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,3,4,0,0,0,0
C041-08,2,1,57,3,1,2,4,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
C041-09,2,2,72,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C041-09,2,1,75,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C041-10,2,2,68,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C041-11,2,2,78,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C041-12,2,1,60,3,1,1,3,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0
C041-13,2,2,59,3,1,9,3,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
C041-13,2,1,59,3,4,0,3,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
C042-01,2,2,27,3,1,5,3,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
C042-01,2,2,56,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-01,2,1,60,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-02,2,1,50,3,1,5,3,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1
C042-02,2,2,45,3,4,0,3,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1
C042-02,2,2,69,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-03,2,2,24,2,5,0,4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
C042-03,2,2,53,3,1,2,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
C042-03,2,1,60,3,4,0,4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
C042-04,2,1,81,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-05,2,1,77,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-06,2,1,36,3,1,5,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1
C042-06,2,2,63,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-06,2,1,69,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-07,2,2,74,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-08,2,2,20,2,1,9,3,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
C042-08,2,2,68,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-08,2,1,68,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-09,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-09,2,2,38,3,1,9,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1
C042-09,2,2,62,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-09,2,1,66,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-10,2,2,67,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-10,2,1,72,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-11,2,1,29,3,1,2,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
C042-11,2,2,67,3,4,0,3,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
C042-12,2,1,44,3,1,6,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
C042-12,2,2,75,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-12,2,1,80,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C042-13,2,1,62,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C043-01,2,2,38,3,1,9,3,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
C043-01,2,1,35,3,1,5,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
C043-01,2,2,63,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C043-02,2,2,36,3,4,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1
C043-02,2,2,56,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-02,2,1,63,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-03,2,1,38,3,1,9,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1
C043-03,2,2,69,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-04,2,1,27,3,1,5,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1
C043-04,2,2,52,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
C043-04,2,1,52,3,1,8,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
C043-05,2,1,28,3,1,9,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1
C043-05,2,2,57,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-06,2,2,37,3,1,2,3,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
C043-06,2,2,74,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-07,2,2,36,3,4,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
C043-07,2,2,73,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-07,2,1,80,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-08,2,2,80,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-09,2,2,27,3,1,4,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1
C043-09,2,2,53,3,4,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
C043-09,2,1,51,3,1,5,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
C043-10,2,2,42,3,1,5,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1
C043-10,2,1,28,3,1,5,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
C043-10,2,2,65,3,4,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
C043-12,2,2,77,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-12,2,1,88,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-12,2,1,66,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-13,2,2,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C043-13,2,2,35,3,4,0,3,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
C043-13,2,2,40,3,4,0,3,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
C043-13,2,2,61,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-01,2,1,21,2,1,2,3,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
C044-01,2,2,50,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-01,2,1,62,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-02,2,1,35,3,4,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1
C044-02,2,1,26,3,1,5,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1
C044-02,2,1,63,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-03,2,2,50,3,1,4,3,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
C044-03,2,2,47,3,1,9,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
C044-03,2,2,53,3,1,9,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
C044-04,2,2,47,3,1,9,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
C044-04,2,2,27,3,1,9,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1
C044-04,2,2,54,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C044-04,2,1,57,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C044-05,2,2,41,3,1,9,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
C044-05,2,2,61,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-05,2,1,65,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-06,2,2,39,3,1,9,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
C044-06,2,2,60,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-06,2,1,61,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-07,2,1,11,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2
C044-07,2,2,27,3,1,3,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4,0,0,1,2
C044-07,2,2,48,3,4,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
C044-08,2,1,34,3,1,9,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
C044-08,2,1,31,3,4,0,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1
C044-08,2,2,53,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-09,2,1,54,3,1,9,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
C044-10,2,1,41,3,1,9,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C044-10,2,2,37,3,4,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
C044-10,2,1,41,3,1,9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
C044-10,2,2,37,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
C044-10,2,1,48,3,1,9,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
C044-11,2,2,33,3,3,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
C044-11,2,2,29,3,4,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1
C044-11,2,1,65,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C044-12,2,2,11,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C044-12,2,2,14,1,5,0,2,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
C044-12,2,2,38,3,1,9,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C044-12,2,1,44,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C044-13,2,1,36,3,3,0,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
C044-11,2,2,60,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D001-01,1,1,42,3,1,5,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1
D001-01,1,2,40,3,2,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
D001-02,1,1,55,3,1,2,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
D001-02,1,2,48,3,1,3,3,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1
D001-03,1,2,17,2,5,0,3,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1
D001-03,1,2,32,3,2,5,3,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1
D001-03,1,1,40,3,1,3,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0
D001-04,1,1,20,2,3,0,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
D001-04,1,2,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
D001-04,1,2,43,3,1,9,3,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
D001-04,1,1,45,3,1,4,3,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
D001-05,1,1,40,3,1,4,3,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,3,4,0,6,0,2
D001-06,1,2,10,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
D001-06,1,2,55,3,2,5,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
D001-06,1,1,59,3,1,4,3,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
D001-07,1,1,47,3,1,3,3,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1
D001-07,1,2,44,3,1,4,3,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
D001-08,1,1,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D001-08,1,1,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D001-08,1,2,27,3,4,0,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
D001-08,1,1,44,3,1,9,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
D001-09,1,2,64,3,2,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
D001-09,1,1,25,3,1,3,3,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0
D001-10,1,2,35,3,3,0,4,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
D001-10,1,1,41,3,1,9,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
D001-11,1,1,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D001-11,1,1,38,3,1,7,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0
D001-11,1,2,40,3,1,4,3,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0
D001-12,1,1,57,3,1,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
D001-12,1,1,20,2,1,5,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
D001-12,1,2,24,2,4,0,2,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1
D001-13,1,2,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D001-13,1,1,9,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
D001-13,1,2,29,3,4,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
D001-13,1,1,37,3,1,9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
D002-02,1,1,16,2,5,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
D002-02,1,2,43,3,4,0,3,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
D002-02,1,1,60,3,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D002-03,1,2,38,3,3,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
D002-03,1,2,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D002-03,1,1,40,3,1,5,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
D002-04,1,1,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D002-04,1,2,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D002-04,1,2,42,3,1,4,3,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
D002-04,1,1,38,3,1,5,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
D002-05,1,1,62,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
D002-07,1,1,33,3,1,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
D002-07,1,1,39,3,1,2,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0
D002-08,1,1,36,3,1,2,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
D002-09,1,1,30,3,1,2,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
D002-10,1,2,32,3,1,2,3,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1
D002-10,1,2,43,3,1,3,4,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1
D002-10,1,2,24,2,1,2,3,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1
D002-11,1,2,30,3,1,3,3,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1
D002-11,1,2,26,3,1,3,3,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1
D002-11,1,2,27,3,1,3,3,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1
D003-01,1,2,83,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-01,1,1,56,3,4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D003-02,1,1,40,3,1,5,3,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
D003-03,1,1,23,2,3,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
D003-03,1,1,28,3,3,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
